1491379200.00,-1.00,4.40,53.20,-1.00,2.30,0.00,53.20,-1.00,79.20,12.30,nan,nan,2.47,2.47,99029.50,0.00,0.00,0.00,0.00,0.00,50417.00,8013700.00,8910.00
1491379328.00,-1.00,4.30,53.20,-1.00,4.30,0.00,53.20,-1.00,79.10,12.30,nan,nan,4.46,4.45,99023.00,0.00,0.00,0.00,0.00,3.00,50417.00,8023800.00,20842.00
1491379456.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,79.50,12.30,nan,nan,6.44,6.44,99023.75,0.00,0.00,0.00,0.00,3.00,50417.00,8034000.00,32800.00
1491379456.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,79.30,12.30,nan,nan,8.42,8.42,99023.50,0.00,34.00,-117.36,247.90,4.00,50417.00,8044300.00,46829.00
1491379584.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,79.00,12.40,nan,nan,10.36,10.36,99025.25,0.00,34.00,-117.36,259.30,5.00,50417.00,8054400.00,64446.00
1491379584.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,78.40,12.40,nan,nan,12.77,12.77,99018.75,0.00,34.00,-117.36,248.90,6.00,50417.00,8070000.00,87905.00
1491379712.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,78.40,12.40,nan,nan,15.05,15.05,99014.00,0.00,34.00,-117.36,250.50,6.00,50417.00,8081200.00,110227.00
1491379712.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,78.10,12.50,nan,nan,17.33,17.32,99014.50,0.01,34.00,-117.36,254.00,6.00,50417.00,8092200.00,133018.00
1491379840.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,79.00,12.40,nan,nan,19.60,19.60,99018.75,0.00,34.00,-117.36,253.10,6.00,50417.00,8103400.00,156186.00
1491379968.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.40,-1.00,79.00,12.30,nan,nan,21.88,21.88,99024.25,0.00,34.00,-117.36,237.80,5.00,50417.00,8114600.00,179534.00
1491379968.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,80.30,12.10,nan,nan,24.16,24.16,99024.00,0.00,34.00,-117.36,246.50,4.00,50417.00,8125800.00,202925.00
1491380096.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,79.90,12.20,nan,nan,26.43,26.43,99024.50,0.00,34.00,-117.36,254.30,5.00,50417.00,8141000.00,226521.00
1491380096.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,80.60,12.10,nan,nan,28.71,28.71,99028.00,0.00,34.00,-117.36,255.10,6.00,50417.00,8152200.00,250482.00
1491380224.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,79.70,12.20,nan,nan,30.99,30.99,99032.00,0.00,34.00,-117.36,243.30,6.00,50417.00,8163400.00,274490.00
1491380224.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,79.50,12.20,nan,nan,32.97,32.97,99034.25,0.00,34.00,-117.36,247.50,6.00,50417.00,8173200.00,296842.00
1491380352.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,79.00,12.20,nan,nan,34.91,34.91,99034.75,0.00,34.00,-117.36,253.70,6.00,50417.00,8183800.00,316305.00
1491380352.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,80.40,12.10,nan,nan,36.86,36.86,99028.00,0.00,34.00,-117.36,255.70,7.00,50417.00,8193400.00,338032.00
1491380480.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.10,12.00,nan,nan,38.81,38.81,99025.50,0.00,34.00,-117.36,259.00,8.00,50417.00,8204100.00,357648.00
1491380480.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.30,11.90,nan,nan,40.76,40.76,99023.50,0.00,34.00,-117.36,245.70,7.00,50417.00,8213700.00,379275.00
1491380608.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,80.70,11.90,nan,nan,42.70,42.70,99024.25,0.00,34.00,-117.36,244.40,8.00,50417.00,8224400.00,399071.00
1491380608.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,82.40,11.90,nan,nan,44.65,44.65,99022.75,0.00,34.00,-117.36,244.80,5.00,50417.00,8233900.00,420627.00
1491380736.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,82.00,11.90,nan,nan,46.60,46.60,99023.75,0.00,34.00,-117.36,237.80,6.00,50417.00,8244700.00,440662.00
1491380736.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.40,11.90,nan,nan,48.58,48.58,99022.50,0.00,34.00,-117.36,244.40,6.00,50417.00,8254100.00,462154.00
1491380864.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.60,11.90,nan,nan,50.52,50.53,99021.50,0.00,34.00,-117.36,249.90,7.00,50417.00,8265100.00,482784.00
1491380864.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.70,12.00,nan,nan,52.80,52.80,99024.00,0.00,34.00,-117.36,250.00,8.00,50417.00,8280300.00,506540.00
1491380992.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,81.40,11.90,nan,nan,55.08,55.08,99021.75,0.00,34.00,-117.36,248.60,8.00,50417.00,8291500.00,530065.00
1491382912.00,-1.00,4.40,53.20,-1.00,2.30,0.00,53.20,-1.00,89.70,9.90,nan,nan,2.47,2.47,99002.75,0.00,0.00,0.00,0.00,0.00,50417.00,9002597.00,9200.00
1491382912.00,-1.00,4.30,53.20,-1.00,4.30,0.00,53.20,-1.00,89.20,10.10,nan,nan,4.46,4.45,98998.00,0.00,34.00,-117.36,245.50,6.00,50417.00,9012300.00,24563.00
1491382912.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,89.00,10.20,nan,nan,6.40,6.40,98991.25,0.00,34.00,-117.36,243.60,6.00,50417.00,9023000.00,40955.00
1491383040.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,88.50,10.30,nan,nan,8.35,8.35,98992.75,0.00,34.00,-117.36,248.90,6.00,50417.00,9033100.00,59554.00
1491383040.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,87.90,10.40,nan,nan,10.30,10.30,98994.75,0.00,34.00,-117.36,244.70,5.00,50417.00,9043300.00,77526.00
1491383168.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,87.80,10.60,nan,nan,12.24,12.24,98998.75,0.00,34.00,-117.36,258.70,6.00,50417.00,9053400.00,97304.00
1491383168.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,87.80,10.70,nan,nan,14.19,14.19,98999.00,0.00,34.00,-117.36,245.90,6.00,50417.00,9063600.00,116241.00
1491383296.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,87.50,10.80,nan,nan,16.14,16.14,98998.75,0.00,34.00,-117.36,249.50,6.00,50417.00,9073600.00,137426.00
1491383296.00,-1.00,4.30,53.20,-1.00,4.00,359.00,53.20,-1.00,87.30,10.90,nan,nan,18.08,18.08,98999.75,0.00,34.00,-117.36,241.00,6.00,50417.00,9083900.00,156935.00
1491383424.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.40,-1.00,86.50,11.00,nan,nan,20.49,20.49,98997.00,0.00,34.00,-117.36,239.80,6.00,50417.00,9095500.00,182982.00
1491383424.00,-1.00,4.30,53.20,-1.00,4.00,359.00,4.30,-1.00,86.70,11.10,nan,nan,22.77,22.77,98986.75,0.00,34.00,-117.36,240.00,8.00,50417.00,9110700.00,206971.00
