1486254669,102.25,0,0
1486254686,101.14,0,0
1486254702,101.61,0,0
1486254719,101.14,0,0
1486254736,101.14,0,0
1486254753,101.14,0,0
1486254769,100.51,0,0
1486254786,100.51,0,0
1486254803,101.14,0,0
1486254820,101.14,0,0
1486254836,101.61,0,0
1486254853,101.61,0,0
1486254870,101.61,0,0
1486254886,101.61,0,0
1486254903,101.14,0,0
1486254920,100.51,0,0
1486254937,101.14,0,0
1486254953,100.51,0,0
1486254970,100.51,0,0
1486254987,101.14,0,0
1486255004,101.14,0,0
1486255020,101.14,0,0
1486255037,101.14,0,0
1486255054,101.61,0,0
1486255071,101.14,0,0
1486255087,101.14,0,0
1486255104,101.14,0,0
1486255121,101.14,0,0
1486255138,101.14,0,0
1486255154,101.14,0,0
1486255171,100.51,0,0
1486255188,101.61,0,0
1486255204,101.61,0,0
1486255221,101.14,0,0
1486255238,100.51,0,0
1486255255,100.51,0,0
1486255271,100.51,0,0
1486255288,100.51,0,0
1486255305,100.51,0,0
1486255322,101.61,0,0
1486255338,101.14,0,0
1486255355,101.14,0,0
1486255372,101.14,0,0
1486255389,101.61,0,0
1486255405,101.14,0,0
1486255422,101.61,0,0
1486255439,100.51,0,0
1486255456,100.51,0,0
1486255472,101.14,0,0
1486255489,100.51,0,0
1486255506,101.14,0,0
1486255522,101.14,0,0
1486255539,101.14,0,0
1486255556,101.14,0,0
1486255573,101.14,0,0
1486255589,100.51,0,0
1486255606,101.61,0,0
1486255623,101.61,0,0
1486255640,101.14,0,0
1486255656,101.14,0,0
1486255673,101.61,0,0
1486255690,101.14,0,0
1486255707,101.61,0,0
1486255723,100.51,0,0
1486255740,101.14,0,0
1486255757,101.14,0,0
1486255773,100.51,0,0
1486255790,100.51,0,0
1486255807,100.51,0,0
1486255824,100.51,0,0
1486255840,101.14,0,0
1486255857,100.51,0,0
1486255874,100.51,0,0
1486255891,100.51,0,0
1486255907,100.51,0,0
1486255924,101.61,0,0
1486255941,101.61,0,0
1486255958,100.51,0,0
1486255974,101.14,0,0
1486255991,101.61,0,0
1486256008,101.14,0,0
1486256025,100.51,0,0
1486256041,101.14,0,0
1486256058,101.14,0,0
1486256075,101.61,0,0
1486256091,101.61,0,0
1486256108,101.14,0,0
1486256125,100.51,0,0
1486256142,101.14,0,0
1486256158,100.51,0,0
1486256175,101.14,0,0
1486256192,101.61,0,0
1486256209,100.51,0,0
1486256225,101.14,0,0
1486256242,101.14,0,0
1486256259,101.14,0,0
1486256276,100.51,0,0
1486256292,101.14,0,0
1486256309,101.61,0,0
1486256326,101.14,0,0
1486256343,101.61,0,0
1486256359,101.14,0,0
1486256376,101.61,0,0
1486256393,100.51,0,0
1486256410,100.51,0,0
1486256426,100.51,0,0
1486256443,101.61,0,0
1486256460,101.14,0,0
1486256476,101.14,0,0
1486256493,101.14,0,0
1486256510,101.61,0,0
1486256527,101.61,0,0
1486256543,101.14,0,0
1486256560,101.14,0,0
1486256577,100.51,0,0
1486256594,101.61,0,0
1486256610,101.61,0,0
1486256627,101.14,0,0
1486256644,100.51,0,0
1486256661,101.14,0,0
1486256677,100.51,0,0
1486256694,100.51,0,0
1486256711,101.14,0,0
1486256728,101.14,0,0
1486256744,101.14,0,0
1486256761,101.14,0,0
1486256778,100.51,0,0
1486256795,101.14,0,0
1486256811,101.61,0,0
1486256828,101.14,0,0
1486256845,101.14,0,0
1486256862,101.61,0,0
1486256878,100.51,0,0
1486256895,101.61,0,0
1486256912,101.14,0,0
1486256928,100.51,0,0
1486256945,101.61,0,0
1486256962,101.14,0,0
1486256979,101.14,0,0
1486256995,101.61,0,0
1486257012,100.51,0,0
1486257029,101.61,0,0
1486257046,101.61,0,0
1486257062,101.14,0,0
1486257079,100.51,0,0
1486257096,101.14,0,0
1486257113,101.61,0,0
1486257129,100.51,0,0
1486257146,101.61,0,0
1486257163,100.51,0,0
1486257180,101.61,0,0
1486257196,101.14,0,0
1486257213,100.51,0,0
1486257230,101.61,0,0
1486257246,101.61,0,0
1486257263,100.51,0,0
1486257280,101.61,0,0
1486257297,100.51,0,0
1486257313,101.61,0,0
1486257330,100.51,0,0
1486257347,101.14,0,0
1486257364,101.14,0,0
1486257380,101.61,0,0
1486257397,100.51,0,0
1486257414,100.51,0,0
1486257431,101.14,0,0
1486257447,101.14,0,0
1486257464,101.14,0,0
1486257481,101.14,0,0
1486257498,101.61,0,0
1486257514,101.14,0,0
1486257531,101.61,0,0
1486257548,100.51,0,0
1486257564,100.51,0,0
1486257581,100.51,0,0
1486257598,101.14,0,0
1486257615,100.51,0,0
1486257631,101.14,0,0
1486257648,101.14,0,0
1486257665,100.51,0,0
1486257682,101.61,0,0
1486257698,101.14,0,0
1486257715,101.14,0,0
1486257732,100.51,0,0
1486257749,101.14,0,0
1486257765,100.51,0,0
1486257782,100.51,0,0
1486257799,101.61,0,0
1486257816,101.14,0,0
1486257832,101.14,0,0
1486257849,101.14,0,0
1486257866,100.51,0,0
1486257882,100.51,0,0
1486257899,101.61,0,0
1486257916,101.61,0,0
1486257933,101.14,0,0
1486257949,100.51,0,0
1486257966,100.51,0,0
1486257983,101.61,0,0
1486258000,101.61,0,0
1486258016,101.14,0,0
1486258033,100.51,0,0
1486258050,100.51,0,0
1486258067,101.14,0,0
1486258083,101.61,0,0
1486258100,101.14,0,0
1486258117,101.14,0,0
1486258134,100.51,0,0
1486258150,100.51,0,0
1486258167,101.61,0,0
1486258184,101.14,0,0
1486258201,100.51,0,0
1486258217,101.14,0,0
1486258234,101.61,0,0
1486258251,101.14,0,0
1486258267,101.14,0,0
1486258284,101.61,0,0
1486258301,101.14,0,0
1486258318,101.61,0,0
1486258334,101.61,0,0
1486258351,101.14,0,0
1486258368,101.14,0,0
1486258385,101.61,0,0
1486258401,100.51,0,0
1486258418,101.14,0,0
1486258435,101.14,0,0
1486258452,101.61,0,0
1486258468,101.61,0,0
1486258485,101.61,0,0
1486258502,101.14,0,0
1486258519,101.14,0,0
1486258535,101.14,0,0
1486258552,100.51,0,0
1486258569,101.61,0,0
1486258586,101.14,0,0
1486258602,100.51,0,0
1486258619,100.51,0,0
1486258636,100.51,0,0
1486258653,100.51,0,0
1486258669,101.14,0,0
1486258686,101.14,0,0
1486258703,101.14,0,0
1486258720,100.51,0,0
1486258736,101.14,0,0
1486258753,100.51,0,0
1486258770,101.14,0,0
1486258787,101.14,0,0
1486258803,101.61,0,0
1486258820,100.51,0,0
1486258837,101.61,0,0
1486258853,101.14,0,0
1486258870,100.51,0,0
1486258887,101.14,0,0
1486258904,101.14,0,0
1486258920,101.61,0,0
1486258937,101.14,0,0
1486258954,100.51,0,0
1486258971,101.14,0,0
1486258987,101.14,0,0
1486259004,100.51,0,0
1486259021,101.14,0,0
1486259038,101.14,0,0
1486259054,100.51,0,0
1486259071,101.14,0,0
1486259088,100.51,0,0
1486259105,100.51,0,0
1486259121,101.14,0,0
1486259138,101.61,0,0
1486259155,101.14,0,0
1486259172,101.14,0,0
1486259188,100.51,0,0
1486259205,101.14,0,0
1486259222,101.61,0,0
1486259239,100.51,0,0
1486259255,101.14,0,0
1486259272,101.14,0,0
1486259289,101.14,0,0
1486259306,100.51,0,0
1486259322,101.61,0,0
1486259339,100.51,0,0
