1487419607,4040.00,0,0
1487420255,4033.75,0,0
1487420265,4018.75,1,0
1487420898,4016.25,1,1
1487420898,4016.25,1,1
1487421498,4010.00,1,0
1487421508,4012.50,1,0
1487422141,4008.75,1,1
1487422141,4008.75,1,1
1487422742,4006.25,1,0
1487422649,4018.75,0,0
1487423283,4026.25,0,1
1487423283,4023.75,0,1
1487423884,4027.50,0,0
1487423894,4026.25,0,0
1487424528,4028.75,0,1
1487424528,4028.75,0,1
1487425129,4031.25,0,0
1487425139,4031.25,0,0
1487425774,4036.25,0,1
1487425774,4036.25,0,1
1487426374,4033.75,0,0
1487426384,4016.25,1,0
1487427018,4015.00,1,1
1487427018,4015.00,1,1
1487427619,4008.75,1,0
1487427629,4011.25,1,0
1487428262,4010.00,1,1
1487428262,4010.00,1,1
1487428862,4003.75,1,0
1487428872,4001.25,1,0
1487429506,4003.75,1,1
1487429506,4003.75,1,1
1487430106,3983.75,1,0
1487430200,3993.75,0,0
1487430835,4000.00,0,1
1487430835,4000.00,0,1
1487431436,3995.00,0,0
1487431446,3993.75,0,0
1487432081,3996.25,0,1
1487432081,3996.25,0,1
1487432681,3993.75,0,0
1487432691,3995.00,0,0
1487433326,3988.75,0,1
1487433326,3988.75,0,1
1487433927,3990.00,0,0
1487433937,3967.50,1,0
1487434571,3966.25,1,1
1487434571,3966.25,1,1
1487435171,3958.75,1,0
1487435181,3960.00,1,0
1487435814,3956.25,1,1
1487435814,3956.25,1,1
1487436415,3948.75,1,0
1487436425,3951.25,1,0
1487437058,3946.25,1,1
1487437058,3946.25,1,1
1487437658,3938.75,1,0
1487437624,3943.75,0,0
1487438259,3958.75,0,1
1487438885,3953.75,0,1
1487439178,3956.25,0,0
1487439792,3947.50,0,0
1487439802,3936.25,1,0
1487440435,3923.75,1,1
1487440616,3918.75,1,1
1487441217,3927.50,1,0
1487441227,3928.75,1,0
1487441859,3926.25,1,1
1487441859,3926.25,1,1
1487442460,3918.75,1,0
1487442489,3936.25,0,0
1487443124,3942.50,0,1
1487443124,3942.50,0,1
1487443724,3940.00,0,0
1487443734,3941.25,0,0
1487444370,3943.75,0,1
1487444370,3943.75,0,1
1487444970,3940.00,0,0
1487444980,3941.25,0,0
1487445616,3943.75,0,1
1487446278,3928.75,0,1
1487446879,3936.25,0,0
1487446889,3916.25,1,0
1487447522,3915.00,1,1
1487448754,3898.75,1,1
1487449355,3898.75,1,0
1487449401,3916.25,0,0
1487450036,3921.25,0,1
1487450036,3921.25,0,1
1487450636,3920.00,0,0
1487450646,3921.25,0,0
1487451282,3922.50,0,1
1487451282,3922.50,0,1
1487451883,3920.00,0,0
1487451893,3921.25,0,0
1487452528,3923.75,0,1
1487452528,3923.75,0,1
1487453129,3920.00,0,0
1487453139,3898.75,1,0
1487453772,3897.50,1,1
1487453772,3897.50,1,1
1487454373,3892.50,1,0
1487454383,3893.75,1,0
1487454730,3906.25,1,0
1487455378,3902.50,0,0
1487455388,3887.50,1,0
1487456022,3877.50,1,1
1487456022,3877.50,1,1
1487456622,3868.75,1,0
1487456632,3871.25,1,0
1487457266,3871.25,1,1
1487457266,3871.25,1,1
1487457866,3863.75,1,0
1487457848,3875.00,0,0
1487458484,3886.25,0,1
1487458484,3886.25,0,1
1487459084,3881.25,0,0
1487459094,3881.25,0,0
1487459730,3883.75,0,1
1487459904,3873.75,0,1
1487460504,3886.25,0,0
1487460514,3888.75,0,0
1487461150,3890.00,0,1
1487461150,3890.00,0,1
1487461750,3887.50,0,0
1487461760,3866.25,1,0
1487462394,3862.50,1,1
1487462394,3862.50,1,1
1487462994,3857.50,1,0
1487463004,3857.50,1,0
1487463637,3856.25,1,1
1487463637,3856.25,1,1
1487464237,3850.00,1,0
1487464247,3851.25,1,0
1487464880,3848.75,1,1
1487464880,3848.75,1,1
1487465480,3842.50,1,0
1487465400,3861.25,0,0
1487466036,3867.50,0,1
1487466154,3848.75,0,1
1487466755,3863.75,0,0
1487466765,3865.00,0,0
1487467401,3867.50,0,1
1487467401,3867.50,0,1
1487468001,3863.75,0,0
1487468012,3866.25,0,0
1487468648,3866.25,0,1
1487468648,3866.25,0,1
1487469249,3863.75,0,0
1487469259,3842.50,1,0
1487469892,3838.75,1,1
1487469892,3838.75,1,1
1487470493,3832.50,1,0
1487470503,3832.50,1,0
1487471135,3832.50,1,1
1487471135,3832.50,1,1
1487471736,3825.00,1,0
1487471746,3826.25,1,0
1487472379,3823.75,1,1
1487472379,3823.75,1,1
1487472979,3816.25,1,0
1487473080,3833.75,0,0
1487473716,3841.25,0,1
1487473716,3841.25,0,1
1487474316,3840.00,0,0
1487474326,3841.25,0,0
