1487419607,81.89
1487420255,81.40
1487420265,81.40
1487420898,80.59
1487420898,80.59
1487421498,79.77
1487421508,79.77
1487422141,79.28
1487422141,79.28
1487422742,78.63
1487422649,78.63
1487423283,79.12
1487423283,79.12
1487423884,79.28
1487423894,79.28
1487424528,79.61
1487424528,79.61
1487425129,79.93
1487425139,79.93
1487425774,80.26
1487425774,80.26
1487426374,80.42
1487426384,80.42
1487427018,79.77
1487427018,79.77
1487427619,79.28
1487427629,79.28
1487428262,78.79
1487428262,78.79
1487428862,78.30
1487428872,78.30
1487429506,77.98
1487429506,77.98
1487430106,77.16
1487430200,77.16
1487430835,77.00
1487430835,77.00
1487431436,76.67
1487431446,76.67
1487432081,76.51
1487432081,76.51
1487432681,76.18
1487432691,76.18
1487433326,76.02
1487433326,76.02
1487433927,75.86
1487433937,75.86
1487434571,74.71
1487434571,74.71
1487435171,73.73
1487435181,73.56
1487435814,72.74
1487435814,72.74
1487436415,71.92
1487436425,71.92
1487437058,71.10
1487437058,71.10
1487437658,70.45
1487437624,70.45
1487438259,70.61
1487438885,70.45
1487439178,70.12
1487439792,69.95
1487439802,69.95
1487440435,69.13
1487440616,68.97
1487441217,68.31
1487441227,68.31
1487441859,68.02
1487441859,68.02
1487442460,67.59
1487442489,67.59
1487443124,68.02
1487443124,68.02
1487443724,68.31
1487443734,68.31
1487444370,68.64
1487444370,68.64
1487444970,68.64
1487444980,68.64
1487445616,68.80
1487446278,68.17
1487446879,68.17
1487446889,68.17
1487447522,67.45
1487448754,65.28
1487449355,64.84
1487449401,64.84
1487450036,65.42
1487450036,65.42
1487450636,65.71
1487450646,65.71
1487451282,66.14
1487451282,66.14
1487451883,66.29
1487451893,66.29
1487452528,66.43
1487452528,66.43
1487453129,66.43
1487453139,66.43
1487453772,65.57
1487453772,65.57
1487454373,64.84
1487454383,64.84
1487454730,64.12
1487455378,63.98
1487455388,63.98
1487456022,63.25
1487456022,63.25
1487456622,62.53
1487456632,62.53
1487457266,61.95
1487457266,61.95
1487457866,61.38
1487457848,61.38
1487458484,61.52
1487458484,61.52
1487459084,61.66
1487459094,61.66
1487459730,61.81
1487459904,61.66
1487460504,61.95
1487460514,61.95
1487461150,62.24
1487461150,62.24
1487461750,62.39
1487461760,62.39
1487462394,61.52
1487462394,61.52
1487462994,60.74
1487463004,60.74
1487463637,60.11
1487463637,60.11
1487464237,59.16
1487464247,59.16
1487464880,58.21
1487464880,58.21
1487465480,57.58
1487465400,57.58
1487466036,57.58
1487466154,57.58
1487466755,57.58
1487466765,57.58
1487467401,57.89
1487467401,57.89
1487468001,57.89
1487468012,57.89
1487468648,58.21
1487468648,58.21
1487469249,58.21
1487469259,58.21
1487469892,57.26
1487469892,57.26
1487470493,56.00
1487470503,56.00
1487471135,55.05
1487471135,55.05
1487471736,53.78
1487471746,53.78
1487472379,52.70
1487472379,52.70
1487472979,51.55
1487473080,51.55
1487473716,51.93
1487473716,51.93
1487474316,51.93
1487474326,51.93
1487474963,51.93
1487474963,51.93
1487475563,52.70
1487475573,52.70
1487476209,53.78
1487476209,53.78
1487476810,54.73
1487476820,54.73
1487477454,54.41
1487477454,54.41
1487478054,54.10
1487478064,54.10
1487478697,53.78
1487478697,53.78
1487479305,53.46
1487479315,53.46
1487479948,53.08
1487479948,53.08
1487480549,52.70
1487480504,52.70
1487481139,53.78
1487481570,53.78
1487482170,54.41
1487482181,54.41
1487482817,55.36
1487482817,55.36
1487483417,56.00
1487483427,56.00
1487484064,56.95
1487484064,56.95
1487484664,57.58
1487484674,57.58
1487485308,57.26
1487485308,57.26
1487485909,56.95
1487485919,56.95
1487486552,56.63
1487486552,56.63
1487487153,56.00
1487487163,56.00
1487487796,55.68
1487488444,54.73
1487489045,54.10
1487489081,54.10
1487489716,55.05
1487489716,55.05
1487490317,55.68
1487490327,55.68
1487490963,56.63
1487490963,56.63
1487491564,57.26
1487491574,57.26
1487492210,57.89
1487492210,57.89
1487492811,58.53
1487492821,58.53
1487493452,58.53
1487493452,58.53
1487494001,61.66
1487494649,61.06
1487494659,61.06
1487495292,59.79
1487495292,59.79
1487495892,58.84
1487495902,58.84
1487496535,57.58
1487496535,57.58
1487497135,56.63
1487497144,56.63
1487497779,56.63
1487497779,56.63
1487498379,56.95
1487498389,56.95
1487499023,57.26
1487499023,57.26
1487499624,57.26
1487499634,57.26
1487500268,57.58
1487500268,57.58
1487500868,57.89
1487500878,57.89
1487501510,57.26
1487501510,57.26
1487502111,56.31
1487502121,56.31
1487502752,55.68
1487502822,55.68
1487503422,55.05
1487503432,55.05
