3,1471563664,368.00,-789.80,14.00,0.00,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471565037,360.00,0.00,172.30,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00,0.00
3,1471565405,316.00,202.50,3.85,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00,0.00
3,1471565490,375.00,204.30,3.84,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00,0.00
3,1471565647,365.00,80.20,4.01,107.10,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471565749,320.00,86.50,4.05,8.88,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471567231,370.00,353.00,3.13,9.11,1206.00,651.00,0.59,1.00,nan,0.00,nan,-1000.00
3,1471592744,374.00,413.40,2.95,8.69,995.10,537.00,0.49,1.00,nan,0.00,nan,-1000.00
3,1471593502,374.00,8.37,561.60,303.00,0.27,1.00,nan,0.00,nan,-1000.00,0.00,0.00
3,1471593864,359.00,391.40,2.87,8.60,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594227,370.00,368.60,2.84,8.76,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594589,358.00,353.70,2.82,8.88,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594952,325.00,342.30,2.81,8.90,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471595315,376.00,336.20,2.81,8.82,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471595678,373.00,326.80,2.81,8.72,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471596040,378.00,320.80,2.79,8.65,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471596402,367.00,314.50,2.80,8.47,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471589543,374.00,303.10,2.78,7.90,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471589897,363.00,291.10,2.77,7.67,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471590251,371.00,289.90,2.75,7.68,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471590607,366.00,290.20,2.70,7.89,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471590960,368.00,285.70,2.71,8.14,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471591311,366.00,286.10,2.75,8.09,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471591664,375.00,287.50,2.79,8.05,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471592018,372.00,288.30,2.81,8.12,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471592372,376.00,288.90,2.82,7.95,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471592727,364.00,289.00,2.82,7.88,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471593087,374.00,289.60,2.83,7.86,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471593447,364.00,289.90,2.84,7.99,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471593814,371.00,290.10,2.85,7.84,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594177,372.00,290.10,2.85,7.85,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594530,374.00,290.00,2.86,7.86,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471594884,373.00,290.10,2.86,7.90,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471595304,370.00,289.90,2.86,7.90,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471595657,323.00,289.80,2.86,7.86,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471596011,372.00,290.00,2.86,7.90,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471596366,367.00,289.30,2.86,7.77,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471596718,370.00,289.80,2.85,7.81,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471597072,368.00,289.60,2.85,7.83,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471597426,375.00,289.40,2.84,7.77,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471597781,367.00,289.30,2.83,7.79,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471598133,365.00,289.00,2.81,7.69,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471598487,364.00,288.60,2.79,7.71,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471598841,372.00,288.40,2.78,7.55,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471599194,367.00,288.10,2.77,7.55,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471599548,361.00,287.60,2.76,7.55,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471599902,374.00,287.10,2.74,7.45,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471600257,397.00,287.20,2.73,7.55,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471600610,320.00,286.80,2.71,7.54,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471600964,364.00,287.30,2.71,7.36,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471601321,353.00,287.10,2.71,7.22,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471601676,371.00,287.50,2.67,7.18,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471602037,359.00,289.00,2.61,7.25,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471602391,357.00,290.70,2.54,7.21,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471602747,362.00,291.30,2.46,7.36,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471603109,361.00,284.80,2.39,7.57,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471603461,359.00,285.20,2.45,6.62,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471603815,360.00,284.90,2.45,6.01,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471603971,363.00,279.80,2.49,6.03,0.00,0.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471604341,357.00,341.10,3.90,9.29,63.02,34.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471604697,354.00,342.20,3.67,9.59,56.84,30.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471605051,360.00,367.80,4.23,9.65,57.87,31.00,0.00,1.00,nan,0.00,nan,-1000.00
3,1471605406,357.00,371.10,4.66,9.49,58.65,31.00,0.00,1.00,nan,0.00,nan,-1000.00
