1491379328.00,315.00,4.40,53.10,270.00,2.30,333.00,53.10,270.00,75.00,12.90,nan,nan,2.47,2.47,98894.50,0.00,0.00,0.00,0.00,0.00,0.00,8014300.00,7723.00
1491379328.00,315.00,4.40,53.10,270.00,4.30,299.00,53.10,270.00,74.80,12.90,nan,nan,4.46,4.45,98892.00,0.00,0.00,0.00,0.00,0.00,50417.00,8024500.00,17575.00
1491379456.00,270.00,4.40,53.10,270.00,4.00,282.00,53.10,270.00,75.60,12.90,nan,nan,6.44,6.44,98894.25,0.00,0.00,0.00,0.00,0.00,50417.00,8034700.00,26789.00
1491379456.00,270.00,4.40,53.10,270.00,4.00,270.00,53.10,270.00,75.00,12.90,nan,nan,8.42,8.42,98894.50,0.00,0.00,0.00,0.00,0.00,50417.00,8044800.00,37388.00
1491379584.00,270.00,4.30,53.10,270.00,4.00,270.00,53.10,270.00,74.60,13.00,nan,nan,10.40,10.39,98899.25,0.00,0.00,0.00,0.00,3.00,50417.00,8055000.00,49558.00
1491379584.00,270.00,4.30,53.10,270.00,4.00,270.00,53.10,270.00,74.20,13.10,nan,nan,12.34,12.34,98896.25,0.00,34.00,-117.36,256.10,4.00,50417.00,8065200.00,64955.00
1491379712.00,270.00,4.30,53.10,270.00,4.00,270.00,53.10,270.00,74.60,13.10,nan,nan,14.29,14.29,98895.25,0.00,34.00,-117.36,252.60,4.00,50417.00,8074500.00,82497.00
1491379712.00,270.00,4.30,53.10,270.00,4.00,270.00,53.10,270.00,74.40,13.10,nan,nan,16.24,16.24,98895.00,0.00,34.00,-117.36,281.30,4.00,50417.00,8085200.00,100668.00
1491379840.00,270.00,4.30,53.10,270.00,4.00,270.00,53.10,270.00,74.70,13.00,nan,nan,18.18,18.18,98892.75,0.01,34.00,-117.36,267.90,4.00,50417.00,8095500.00,117796.00
1491379840.00,270.00,4.30,53.10,270.00,4.00,270.00,4.40,315.00,75.20,12.90,nan,nan,20.49,20.49,98888.25,0.00,34.00,-117.36,253.90,4.00,50417.00,8110700.00,141076.00
1491379968.00,270.00,4.30,53.10,270.00,4.00,270.00,4.40,270.00,75.90,12.80,nan,nan,22.74,22.74,98884.00,0.00,34.00,-117.36,253.90,4.00,50417.00,8121600.00,162949.00
1491379968.00,270.00,4.30,53.10,270.00,4.00,270.00,4.40,270.00,75.80,12.80,nan,nan,24.98,24.98,98884.25,0.00,34.00,-117.36,284.20,4.00,50417.00,8132400.00,183058.00
1491380096.00,270.00,4.30,53.10,270.00,4.00,270.00,4.40,270.00,76.00,12.70,nan,nan,27.23,27.22,98886.75,0.01,34.00,-117.36,255.80,4.00,50417.00,8143300.00,205707.00
1491380096.00,270.00,4.30,53.10,270.00,4.00,270.00,4.30,270.00,76.50,12.60,nan,nan,29.47,29.47,98887.00,0.00,34.00,-117.36,243.60,3.00,50417.00,8155300.00,225763.00
