1487366015,99.24
1487366664,99.24
1487366674,99.24
1487367316,99.40
1487367317,99.40
1487367918,99.24
1487367928,99.24
1487368570,99.40
1487368570,99.40
1487369171,99.24
1487369144,99.24
1487369787,99.24
1487369787,99.24
1487370388,99.08
1487370399,99.08
1487371042,99.08
1487371043,99.08
1487371644,98.93
1487371654,98.93
1487372298,98.93
1487372299,98.93
1487372900,98.77
1487372910,98.77
1487373553,98.77
1487373825,98.77
1487374426,98.61
1487374436,98.61
1487375078,98.61
1487375078,98.61
1487375680,98.45
1487375690,98.45
1487376332,98.45
1487376332,98.45
1487376933,98.29
1487376953,98.29
1487377596,98.29
1487377597,98.29
1487378198,98.13
1487378208,98.13
1487378852,98.13
1487378853,98.13
1487379454,97.98
1487379464,97.98
1487380108,97.98
1487380176,97.98
1487380777,97.82
1487380788,97.82
1487381429,97.82
1487381430,97.82
1487382031,97.66
1487382041,97.66
1487382682,97.66
1487382683,97.66
1487383284,97.50
1487383294,97.50
1487383935,97.50
1487383936,97.50
1487384537,97.34
1487384504,97.34
1487385147,97.34
1487385147,97.34
1487385748,97.18
1487385759,97.18
1487386402,97.18
1487386402,97.18
1487387004,97.03
1487387014,97.03
1487387657,97.03
1487387658,97.03
1487388259,96.87
1487388269,96.87
1487388911,96.87
1487388912,96.87
1487389513,96.87
1487389523,96.87
1487390164,96.87
1487390165,96.71
1487390766,96.71
1487390777,96.71
1487391418,96.71
1487391419,96.71
1487392020,96.55
1487392056,96.55
1487392700,96.55
1487392701,96.55
1487393302,96.39
1487393312,96.39
1487393957,96.39
1487393958,96.39
1487394559,96.23
1487394569,96.23
1487395214,96.23
1487395522,96.23
1487396123,96.08
1487396133,96.08
1487396774,96.08
1487396775,96.08
1487397376,95.92
1487397386,95.92
1487398027,95.92
1487398028,95.92
1487398629,95.92
1487398639,95.92
1487399281,95.92
1487399281,95.92
1487399882,95.76
1487399865,95.76
1487400508,95.76
1487400509,95.76
1487401110,95.60
1487401120,95.60
1487401764,95.60
1487402917,95.45
1487403518,95.29
1487403528,95.29
1487404170,95.29
1487404171,95.29
1487404772,95.29
1487404782,95.29
1487405424,95.29
1487405424,95.29
1487406025,95.13
1487406036,95.13
1487408600,92.91
1487409213,93.86
1487409224,93.86
1487409864,94.34
1487409865,94.34
1487410466,94.50
1487410476,94.50
1487411117,94.81
1487411118,94.81
1487411719,94.81
1487411768,94.81
1487412408,94.97
1487412408,94.97
1487413009,94.81
1487413020,94.81
1487413644,94.81
1487413645,94.81
1487414246,94.81
1487414256,94.81
1487414887,94.81
1487414888,94.81
1487415489,94.65
1487415500,94.65
1487416130,94.65
1487416756,94.65
1487417357,94.50
1487417367,94.50
1487417998,94.50
1487417998,94.50
1487418599,94.50
1487418680,94.50
