1491194240.00,-1.00,4.30,53.00,-1.00,2.30,0.00,53.00,-1.00,40.10,24.00,41.10,24.70,2.47,2.47,98642.75,0.01,0.00,0.00,0.00,3.00,30417.00,4375200.00,10569.00
1491195648.00,-1.00,4.40,53.00,-1.00,2.60,0.00,53.00,-1.00,55.30,13.10,49.20,14.10,2.80,2.80,98624.25,0.07,0.00,0.00,0.00,0.00,30417.00,5015200.00,10427.00
1491195776.00,-1.00,4.40,53.00,-1.00,4.00,359.00,53.00,-1.00,55.00,13.10,50.10,14.00,5.12,5.12,98619.50,0.07,0.00,0.00,0.00,0.00,30417.00,5030400.00,21921.00
1491195904.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,55.10,13.10,49.70,13.90,7.43,7.43,98620.50,0.07,0.00,0.00,0.00,3.00,30417.00,5041600.00,35104.00
1491195904.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,55.80,13.10,50.50,13.80,9.41,9.41,98617.00,0.07,0.00,0.00,0.00,3.00,30417.00,5051800.00,48320.00
1491196032.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,55.80,13.10,50.50,13.70,11.35,11.35,98619.50,0.07,34.00,-117.36,266.70,5.00,30417.00,5061800.00,63229.00
1491196032.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,55.50,13.10,50.80,13.60,13.30,13.30,98620.25,0.07,34.00,-117.36,272.10,5.00,30417.00,5072000.00,81731.00
1491196160.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,55.80,13.10,51.00,13.50,15.68,15.67,98611.75,0.07,34.00,-117.36,259.00,6.00,30417.00,5083400.00,106787.00
1491196160.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,56.60,13.20,51.90,13.40,17.92,17.92,98614.25,0.07,34.00,-117.36,252.90,7.00,30417.00,5094700.00,128703.00
1491196288.00,-1.00,4.30,53.00,-1.00,4.00,359.00,53.00,-1.00,56.60,13.30,52.20,13.30,20.16,20.16,98609.75,0.07,34.00,-117.36,250.00,6.00,30417.00,5105800.00,151632.00
