1487522560.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60,21.90,0.00,0.00,100852.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,308.00
1487525632.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,20.70,23.70,0.00,0.00,100814.25,0.71,41.31,-72.93,136.10,7.00,190217.00,17331500.00,965789.00
1487533056.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,23.40,23.70,0.00,0.00,100818.50,0.74,41.31,-72.93,30.10,10.00,190217.00,19383000.00,1435123.00
1487540608.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,21.50,24.70,0.00,0.00,100929.25,0.75,41.31,-72.93,61.10,7.00,190217.00,21424500.00,1410949.00
1487545728.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.60,23.90,0.00,0.00,101066.75,0.31,0.00,0.00,0.00,0.00,0.00,0.00,368.00
1487548800.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,22.80,23.60,0.00,0.00,101213.00,0.30,41.31,-72.93,104.70,7.00,190217.00,23591200.00,755468.00
1487554560.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,24.70,23.90,0.00,0.00,101338.75,0.32,41.31,-72.93,43.60,6.00,200217.00,1365900.00,595968.00
1487562112.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,22.10,22.70,0.00,0.00,101482.00,0.31,41.31,-72.93,30.50,7.00,200217.00,3412300.00,1492591.00
1487569792.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.70,21.60,0.00,0.00,101548.75,0.22,0.00,0.00,0.00,0.00,0.00,0.00,301.00
1487573248.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,23.10,22.00,0.00,0.00,101578.00,0.23,41.31,-72.93,49.50,8.00,200217.00,6464200.00,887615.00
1487580032.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,23.90,21.10,0.00,0.00,101645.25,0.25,41.31,-72.93,3.90,7.00,200217.00,8412200.00,1479498.00
1487587968.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,23.80,20.70,0.00,0.00,101887.00,0.24,41.31,-72.93,47.60,8.00,200217.00,10534100.00,1676016.00
1487592576.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,20.20,0.00,0.00,102023.25,0.36,0.00,0.00,0.00,0.00,0.00,0.00,300.00
1487595904.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,23.30,20.70,0.00,0.00,102087.50,0.78,41.31,-72.93,38.90,6.00,200217.00,13053800.00,964251.00
1487602816.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,19.60,23.10,0.00,0.00,102113.00,3.11,41.31,-72.93,118.40,7.00,200217.00,14593500.00,1474059.00
1487609216.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,17.40,24.10,0.00,0.00,102176.00,0.74,41.31,-72.93,25.70,5.00,200217.00,16465200.00,1540535.00
