1487236054,98.61
1487236668,98.13
1487236678,98.13
1487237316,97.18
1487237317,97.18
1487237918,96.23
1487237928,96.23
1487238566,95.29
1487238566,95.29
1487239167,94.34
1487239225,94.34
1487239862,94.34
1487239862,94.34
1487240463,94.34
1487240473,94.34
1487241107,94.50
1487241108,94.50
1487241708,94.50
1487241719,94.50
1487242355,94.65
1487242355,94.65
1487242956,94.65
1487242967,94.65
1487243601,93.86
1487244225,92.91
1487244825,92.44
1487244836,92.44
1487245470,92.12
1487245471,92.12
1487246071,91.65
1487246009,91.65
1487246646,92.12
1487246647,92.12
1487247247,92.44
1487247258,92.44
1487247896,92.91
1487247897,92.91
1487248498,93.23
1487248508,93.23
1487249147,93.70
1487249148,93.70
1487249749,94.02
1487249759,94.02
1487250396,93.55
1487251668,91.17
1487252269,90.70
1487252280,90.70
1487252919,91.17
1487252919,91.17
1487253520,91.49
1487253531,91.49
1487254171,91.96
1487254171,91.96
1487254772,92.28
1487254783,92.28
1487255423,92.75
1487255423,92.75
1487256025,93.07
1487256035,93.07
1487256673,92.60
1487256674,92.60
1487257275,91.80
1487257285,91.80
1487257922,90.86
1487257923,90.86
1487258523,90.07
1487258534,89.91
1487259171,89.12
1487259172,89.12
1487259772,88.36
1487259832,88.36
1487260471,88.36
1487260472,88.36
1487261073,88.36
1487261083,88.36
1487261724,88.50
1487261725,88.50
1487262326,88.36
1487262337,88.36
1487262978,88.50
1487262978,88.50
1487263580,88.36
1487263590,88.36
1487264229,87.49
1487264229,87.49
1487264830,86.78
1487264841,86.63
1487265478,86.06
1487266127,84.77
1487266728,84.17
1487266744,84.17
1487267384,84.48
1487267385,84.48
1487267986,84.62
1487267997,84.62
1487268638,84.91
1487268638,84.91
1487269240,84.91
1487269250,84.91
1487269892,85.05
1487269892,85.05
1487270494,84.91
1487270504,84.91
1487271143,84.17
1487271143,84.17
1487271744,83.36
1487271755,83.36
1487272392,82.70
1487273045,81.40
1487273646,80.75
1487273656,80.75
1487274288,81.24
1487274803,80.91
1487275404,81.24
1487275414,81.24
1487277950,79.77
1487278563,79.61
1487278574,79.61
1487279212,78.63
1487279212,78.63
1487279814,77.65
1487279824,77.65
1487280462,77.00
1487280462,77.00
1487281063,76.18
1487281080,76.18
1487281720,76.34
1487281721,76.34
1487282322,76.34
1487282332,76.34
1487282974,76.34
1487282975,76.34
1487283576,76.18
1487283586,76.18
1487284228,76.18
1487284228,76.18
1487284829,75.86
1487284840,75.86
1487285479,74.87
1487285479,74.87
1487286080,73.73
1487286091,73.73
1487286729,72.91
1487287275,72.09
1487287876,71.59
1487287864,71.59
1487288505,72.09
1487288506,72.09
1487289107,72.41
1487289117,72.41
1487289759,72.74
1487289760,72.74
1487290361,72.74
1487290372,72.74
1487291014,72.91
1487291014,72.91
1487291615,72.91
