0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.90,22.60,0.00,0.00,101097.50,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.50,25.40,0.00,0.00,101069.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.70,25.20,0.00,0.00,100976.50,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.00,25.60,0.00,0.00,100876.25,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,1.70,-1.00,0.00,359.00,0.00,0.00,13.10,25.90,0.00,0.00,100936.25,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.30,25.80,0.00,0.00,100900.75,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.30,25.90,0.00,0.00,100761.25,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.90,22.60,0.00,0.00,99475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,17.40,25.90,0.00,0.00,99548.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.30,26.00,0.00,0.00,99620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.40,26.10,0.00,0.00,99833.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,22.70,0.00,0.00,99836.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,18.70,22.70,0.00,0.00,99844.25,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,17.90,24.40,0.00,0.00,99962.50,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,20.30,21.60,0.00,0.00,99947.50,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,20.60,20.90,0.00,0.00,100063.75,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,20.00,20.40,0.00,0.00,100311.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,20.60,0.00,0.00,100590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,19.70,19.50,0.00,0.00,100651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,17.10,20.90,0.00,0.00,100700.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.70,21.90,0.00,0.00,100750.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,16.60,20.80,0.00,0.00,100753.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,16.30,21.10,0.00,0.00,100814.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.70,21.00,0.00,0.00,100918.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.30,19.90,0.00,0.00,100873.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
